Index,Sentiment
4602,ROMANTIC
4603,ROMANTIC
4604,ROMANTIC
4605,ROMANTIC
4606,HATE
4607,ROMANTIC
4608,HATE
4609,HATE
4610,ROMANTIC
4611,HATE
4612,HATE
4613,HATE
4614,ROMANTIC
4615,ROMANTIC
4616,ROMANTIC
4617,HATE
4618,ROMANTIC
4619,HATE
4620,ROMANTIC
4621,HATE
4622,HATE
4623,ROMANTIC
4624,ROMANTIC
4625,ROMANTIC
4626,HATE
4627,HATE
4628,ROMANTIC
4629,HATE
4630,HATE
4631,HATE
4632,ROMANTIC
4633,ROMANTIC
4634,HATE
4635,HATE
4636,ROMANTIC
4637,HATE
4638,ROMANTIC
4639,HATE
4640,ROMANTIC
4641,ROMANTIC
4642,ROMANTIC
4643,ROMANTIC
4644,ROMANTIC
4645,HATE
4646,ROMANTIC
4647,HATE
4648,ROMANTIC
4649,ROMANTIC
4650,ROMANTIC
4651,HATE
4652,ROMANTIC
4653,ROMANTIC
4654,ROMANTIC
4655,HATE
4656,ROMANTIC
4657,HATE
4658,ROMANTIC
4659,HATE
4660,ROMANTIC
4661,HATE
4662,ROMANTIC
4663,ROMANTIC
4664,HATE
4665,ROMANTIC
4666,ROMANTIC
4667,ROMANTIC
4668,ROMANTIC
4669,ROMANTIC
4670,HATE
4671,ROMANTIC
4672,ROMANTIC
4673,ROMANTIC
4674,HATE
4675,HATE
4676,HATE
4677,HATE
4678,ROMANTIC
4679,ROMANTIC
4680,HATE
4681,HATE
4682,ROMANTIC
4683,ROMANTIC
4684,ROMANTIC
4685,HATE
4686,HATE
4687,ROMANTIC
4688,ROMANTIC
4689,ROMANTIC
4690,HATE
4691,HATE
4692,HATE
4693,HATE
4694,ROMANTIC
4695,HATE
4696,ROMANTIC
4697,ROMANTIC
4698,ROMANTIC
4699,ROMANTIC
4700,ROMANTIC
4701,ROMANTIC
4702,HATE
4703,ROMANTIC
4704,ROMANTIC
4705,HATE
4706,HATE
4707,ROMANTIC
4708,ROMANTIC
4709,ROMANTIC
4710,ROMANTIC
4711,ROMANTIC
4712,HATE
4713,ROMANTIC
4714,HATE
4715,ROMANTIC
4716,ROMANTIC
4717,ROMANTIC
4718,ROMANTIC
4719,ROMANTIC
4720,ROMANTIC
4721,HATE
4722,ROMANTIC
4723,HATE
4724,ROMANTIC
4725,ROMANTIC
4726,HATE
4727,HATE
4728,ROMANTIC
4729,ROMANTIC
4730,ROMANTIC
4731,ROMANTIC
4732,ROMANTIC
4733,ROMANTIC
4734,HATE
4735,HATE
4736,ROMANTIC
4737,ROMANTIC
4738,ROMANTIC
4739,ROMANTIC
4740,ROMANTIC
4741,ROMANTIC
4742,ROMANTIC
4743,HATE
4744,ROMANTIC
4745,HATE
4746,HATE
4747,HATE
4748,ROMANTIC
4749,HATE
4750,ROMANTIC
4751,ROMANTIC
4752,ROMANTIC
4753,ROMANTIC
4754,ROMANTIC
4755,HATE
4756,HATE
4757,HATE
4758,HATE
4759,HATE
4760,HATE
4761,HATE
4762,ROMANTIC
4763,ROMANTIC
4764,ROMANTIC
4765,ROMANTIC
4766,HATE
4767,ROMANTIC
4768,HATE
4769,ROMANTIC
4770,HATE
4771,HATE
4772,HATE
4773,ROMANTIC
4774,HATE
4775,HATE
4776,HATE
4777,ROMANTIC
4778,ROMANTIC
4779,ROMANTIC
4780,ROMANTIC
4781,ROMANTIC
4782,ROMANTIC
4783,HATE
4784,ROMANTIC
4785,HATE
4786,ROMANTIC
4787,ROMANTIC
4788,ROMANTIC
4789,HATE
4790,HATE
4791,HATE
4792,HATE
4793,ROMANTIC
4794,HATE
4795,ROMANTIC
4796,ROMANTIC
4797,ROMANTIC
4798,ROMANTIC
4799,HATE
4800,ROMANTIC
4801,ROMANTIC
4802,ROMANTIC
4803,ROMANTIC
4804,HATE
4805,ROMANTIC
4806,HATE
4807,HATE
4808,ROMANTIC
4809,ROMANTIC
4810,ROMANTIC
4811,ROMANTIC
4812,ROMANTIC
4813,HATE
4814,HATE
4815,ROMANTIC
4816,ROMANTIC
4817,HATE
4818,HATE
4819,ROMANTIC
4820,ROMANTIC
4821,ROMANTIC
4822,HATE
4823,HATE
4824,ROMANTIC
4825,HATE
4826,ROMANTIC
4827,ROMANTIC
4828,ROMANTIC
4829,HATE
4830,HATE
4831,ROMANTIC
4832,ROMANTIC
4833,ROMANTIC
4834,HATE
4835,HATE
4836,HATE
4837,ROMANTIC
4838,HATE
4839,HATE
4840,ROMANTIC
4841,HATE
4842,HATE
4843,HATE
4844,ROMANTIC
4845,ROMANTIC
4846,ROMANTIC
4847,HATE
4848,ROMANTIC
4849,HATE
4850,ROMANTIC
4851,HATE
4852,ROMANTIC
4853,ROMANTIC
4854,ROMANTIC
4855,ROMANTIC
4856,ROMANTIC
4857,HATE
4858,ROMANTIC
4859,ROMANTIC
4860,ROMANTIC
4861,ROMANTIC
4862,ROMANTIC
4863,ROMANTIC
4864,HATE
4865,HATE
4866,ROMANTIC
4867,ROMANTIC
4868,HATE
4869,ROMANTIC
4870,ROMANTIC
4871,HATE
4872,ROMANTIC
4873,HATE
4874,HATE
4875,HATE
4876,HATE
4877,HATE
4878,HATE
4879,ROMANTIC
4880,HATE
4881,ROMANTIC
4882,HATE
4883,ROMANTIC
4884,HATE
4885,ROMANTIC
4886,ROMANTIC
4887,ROMANTIC
4888,ROMANTIC
4889,ROMANTIC
4890,ROMANTIC
4891,ROMANTIC
4892,HATE
4893,ROMANTIC
4894,HATE
4895,HATE
4896,ROMANTIC
4897,ROMANTIC
4898,HATE
4899,ROMANTIC
4900,HATE
4901,HATE
4902,ROMANTIC
4903,ROMANTIC
4904,ROMANTIC
4905,ROMANTIC
4906,ROMANTIC
4907,ROMANTIC
4908,ROMANTIC
4909,ROMANTIC
4910,HATE
4911,ROMANTIC
4912,ROMANTIC
4913,HATE
4914,ROMANTIC
4915,ROMANTIC
4916,HATE
4917,ROMANTIC
4918,ROMANTIC
4919,ROMANTIC
4920,ROMANTIC
4921,ROMANTIC
4922,HATE
4923,ROMANTIC
4924,ROMANTIC
4925,HATE
4926,HATE
4927,ROMANTIC
4928,HATE
4929,HATE
4930,ROMANTIC
4931,HATE
4932,ROMANTIC
4933,ROMANTIC
4934,ROMANTIC
4935,HATE
4936,ROMANTIC
4937,ROMANTIC
4938,ROMANTIC
4939,ROMANTIC
4940,HATE
4941,ROMANTIC
4942,HATE
4943,ROMANTIC
4944,HATE
4945,HATE
4946,ROMANTIC
4947,ROMANTIC
4948,HATE
4949,HATE
4950,ROMANTIC
4951,ROMANTIC
4952,ROMANTIC
4953,ROMANTIC
4954,HATE
4955,HATE
4956,HATE
4957,ROMANTIC
4958,ROMANTIC
4959,ROMANTIC
4960,HATE
4961,HATE
4962,HATE
4963,ROMANTIC
4964,ROMANTIC
4965,ROMANTIC
4966,HATE
4967,ROMANTIC
4968,ROMANTIC
4969,ROMANTIC
4970,ROMANTIC
4971,HATE
4972,HATE
4973,HATE
4974,ROMANTIC
4975,ROMANTIC
4976,HATE
4977,ROMANTIC
4978,HATE
4979,HATE
4980,ROMANTIC
4981,ROMANTIC
4982,HATE
4983,HATE
4984,HATE
4985,ROMANTIC
4986,ROMANTIC
4987,HATE
4988,ROMANTIC
4989,HATE
4990,ROMANTIC
4991,ROMANTIC
4992,ROMANTIC
4993,ROMANTIC
4994,ROMANTIC
4995,HATE
4996,ROMANTIC
4997,ROMANTIC
4998,HATE
4999,ROMANTIC
5000,ROMANTIC
5001,ROMANTIC
5002,HATE
5003,ROMANTIC
5004,HATE
5005,ROMANTIC
5006,ROMANTIC
5007,ROMANTIC
5008,HATE
5009,HATE
5010,HATE
5011,ROMANTIC
5012,HATE
5013,HATE
5014,ROMANTIC
5015,HATE
5016,HATE
5017,HATE
5018,HATE
5019,HATE
5020,ROMANTIC
5021,HATE
5022,HATE
5023,ROMANTIC
5024,ROMANTIC
5025,HATE
5026,ROMANTIC
5027,ROMANTIC
5028,ROMANTIC
5029,ROMANTIC
5030,ROMANTIC
5031,ROMANTIC
5032,ROMANTIC
5033,HATE
5034,ROMANTIC
5035,ROMANTIC
5036,ROMANTIC
5037,ROMANTIC
5038,HATE
5039,ROMANTIC
5040,ROMANTIC
5041,HATE
5042,ROMANTIC
5043,ROMANTIC
5044,ROMANTIC
5045,ROMANTIC
5046,ROMANTIC
5047,HATE
5048,ROMANTIC
5049,ROMANTIC
5050,ROMANTIC
5051,ROMANTIC
5052,ROMANTIC
5053,ROMANTIC
5054,ROMANTIC
5055,HATE
5056,ROMANTIC
5057,ROMANTIC
5058,ROMANTIC
5059,ROMANTIC
5060,HATE
5061,HATE
5062,HATE
5063,HATE
5064,ROMANTIC
5065,HATE
5066,ROMANTIC
5067,HATE
5068,ROMANTIC
5069,ROMANTIC
5070,ROMANTIC
5071,ROMANTIC
5072,HATE
5073,ROMANTIC
5074,ROMANTIC
5075,HATE
5076,HATE
5077,ROMANTIC
5078,ROMANTIC
5079,ROMANTIC
5080,ROMANTIC
5081,HATE
5082,ROMANTIC
5083,ROMANTIC
5084,HATE
5085,ROMANTIC
5086,HATE
5087,ROMANTIC
5088,HATE
5089,ROMANTIC
5090,ROMANTIC
5091,HATE
5092,HATE
5093,ROMANTIC
5094,HATE
5095,HATE
5096,HATE
5097,ROMANTIC
5098,ROMANTIC
5099,ROMANTIC
5100,ROMANTIC
5101,ROMANTIC
5102,ROMANTIC
5103,HATE
5104,ROMANTIC
5105,ROMANTIC
5106,ROMANTIC
5107,ROMANTIC
5108,ROMANTIC
5109,ROMANTIC
5110,ROMANTIC
5111,ROMANTIC
5112,ROMANTIC
5113,ROMANTIC
5114,ROMANTIC
5115,ROMANTIC
5116,HATE
5117,ROMANTIC
5118,ROMANTIC
5119,HATE
5120,ROMANTIC
5121,ROMANTIC
5122,HATE
5123,ROMANTIC
5124,ROMANTIC
5125,ROMANTIC
5126,ROMANTIC
5127,HATE
5128,ROMANTIC
5129,ROMANTIC
5130,HATE
5131,HATE
5132,ROMANTIC
5133,ROMANTIC
5134,ROMANTIC
5135,ROMANTIC
5136,ROMANTIC
5137,HATE
5138,ROMANTIC
5139,ROMANTIC
5140,HATE
5141,ROMANTIC
5142,HATE
5143,HATE
5144,HATE
5145,ROMANTIC
5146,HATE
5147,ROMANTIC
5148,HATE
5149,ROMANTIC
5150,ROMANTIC
5151,HATE
5152,HATE
5153,HATE
5154,HATE
5155,HATE
5156,HATE
5157,HATE
5158,ROMANTIC
5159,ROMANTIC
5160,ROMANTIC
5161,ROMANTIC
5162,ROMANTIC
5163,ROMANTIC
5164,ROMANTIC
5165,ROMANTIC
5166,HATE
5167,ROMANTIC
5168,ROMANTIC
5169,HATE
5170,HATE
5171,HATE
5172,ROMANTIC
5173,ROMANTIC
5174,ROMANTIC
5175,HATE
5176,ROMANTIC
5177,ROMANTIC
5178,ROMANTIC
5179,HATE
5180,HATE
5181,HATE
5182,ROMANTIC
5183,HATE
5184,ROMANTIC
5185,HATE
5186,HATE
5187,ROMANTIC
5188,HATE
5189,HATE
5190,ROMANTIC
5191,HATE
5192,HATE
5193,ROMANTIC
5194,ROMANTIC
5195,ROMANTIC
5196,ROMANTIC
5197,ROMANTIC
5198,ROMANTIC
5199,ROMANTIC
5200,ROMANTIC
5201,HATE
5202,HATE
5203,ROMANTIC
5204,HATE
5205,ROMANTIC
5206,HATE
5207,ROMANTIC
5208,ROMANTIC
5209,HATE
5210,ROMANTIC
5211,ROMANTIC
5212,ROMANTIC
5213,ROMANTIC
5214,ROMANTIC
5215,HATE
5216,ROMANTIC
5217,ROMANTIC
5218,ROMANTIC
5219,HATE
5220,ROMANTIC
5221,ROMANTIC
5222,ROMANTIC
5223,ROMANTIC
5224,ROMANTIC
5225,ROMANTIC
5226,HATE
5227,ROMANTIC
5228,ROMANTIC
5229,HATE
5230,HATE
5231,ROMANTIC
5232,ROMANTIC
5233,ROMANTIC
5234,ROMANTIC
5235,HATE
5236,ROMANTIC
5237,ROMANTIC
5238,ROMANTIC
5239,HATE
5240,ROMANTIC
5241,ROMANTIC
5242,ROMANTIC
5243,ROMANTIC
5244,HATE
5245,ROMANTIC
5246,HATE
5247,HATE
5248,ROMANTIC
5249,HATE
5250,ROMANTIC
5251,ROMANTIC
5252,ROMANTIC
5253,ROMANTIC
5254,ROMANTIC
5255,ROMANTIC
5256,ROMANTIC
5257,ROMANTIC
5258,ROMANTIC
5259,HATE
5260,ROMANTIC
5261,ROMANTIC
5262,ROMANTIC
5263,ROMANTIC
5264,ROMANTIC
5265,ROMANTIC
5266,ROMANTIC
5267,ROMANTIC
5268,ROMANTIC
5269,ROMANTIC
5270,ROMANTIC
5271,HATE
5272,ROMANTIC
5273,HATE
5274,ROMANTIC
5275,HATE
5276,HATE
5277,HATE
5278,HATE
5279,ROMANTIC
5280,HATE
5281,ROMANTIC
5282,HATE
5283,ROMANTIC
5284,ROMANTIC
5285,ROMANTIC
5286,ROMANTIC
5287,ROMANTIC
5288,HATE
5289,HATE
5290,ROMANTIC
5291,ROMANTIC
5292,HATE
5293,ROMANTIC
5294,ROMANTIC
5295,ROMANTIC
5296,ROMANTIC
5297,HATE
5298,ROMANTIC
5299,HATE
5300,ROMANTIC
5301,ROMANTIC
5302,HATE
5303,HATE
5304,HATE
5305,HATE
5306,ROMANTIC
5307,ROMANTIC
5308,ROMANTIC
5309,HATE
5310,ROMANTIC
5311,ROMANTIC
5312,HATE
5313,ROMANTIC
5314,ROMANTIC
5315,ROMANTIC
5316,HATE
5317,ROMANTIC
5318,HATE
5319,ROMANTIC
5320,ROMANTIC
5321,ROMANTIC
5322,ROMANTIC
5323,ROMANTIC
5324,ROMANTIC
5325,ROMANTIC
5326,ROMANTIC
5327,ROMANTIC
5328,HATE
5329,ROMANTIC
5330,ROMANTIC
5331,HATE
5332,HATE
5333,HATE
5334,HATE
5335,ROMANTIC
5336,HATE
5337,ROMANTIC
5338,ROMANTIC
5339,ROMANTIC
5340,ROMANTIC
5341,ROMANTIC
5342,ROMANTIC
5343,HATE
5344,ROMANTIC
5345,ROMANTIC
5346,ROMANTIC
5347,HATE
5348,ROMANTIC
5349,ROMANTIC
5350,ROMANTIC
5351,HATE
5352,ROMANTIC
5353,ROMANTIC
5354,HATE
5355,HATE
5356,HATE
5357,ROMANTIC
5358,HATE
5359,ROMANTIC
5360,ROMANTIC
5361,ROMANTIC
5362,ROMANTIC
5363,HATE
5364,ROMANTIC
5365,HATE
5366,ROMANTIC
5367,HATE
5368,HATE
5369,ROMANTIC
5370,HATE
5371,ROMANTIC
5372,ROMANTIC
5373,ROMANTIC
5374,ROMANTIC
5375,HATE
5376,HATE
5377,HATE
5378,ROMANTIC
5379,HATE
5380,ROMANTIC
5381,ROMANTIC
5382,ROMANTIC
5383,HATE
5384,ROMANTIC
5385,HATE
5386,HATE
5387,ROMANTIC
5388,ROMANTIC
5389,ROMANTIC
5390,ROMANTIC
5391,HATE
5392,HATE
5393,ROMANTIC
5394,ROMANTIC
5395,ROMANTIC
5396,ROMANTIC
5397,ROMANTIC
5398,ROMANTIC
5399,ROMANTIC
5400,ROMANTIC
5401,ROMANTIC
5402,ROMANTIC
5403,ROMANTIC
5404,HATE
5405,ROMANTIC
5406,ROMANTIC
5407,HATE
5408,ROMANTIC
5409,ROMANTIC
5410,ROMANTIC
5411,ROMANTIC
5412,ROMANTIC
5413,HATE
5414,HATE
5415,HATE
5416,ROMANTIC
5417,ROMANTIC
5418,ROMANTIC
5419,ROMANTIC
5420,ROMANTIC
5421,HATE
5422,HATE
5423,ROMANTIC
5424,HATE
5425,ROMANTIC
5426,ROMANTIC
5427,ROMANTIC
5428,ROMANTIC
5429,ROMANTIC
5430,ROMANTIC
5431,HATE
5432,ROMANTIC
5433,HATE
5434,ROMANTIC
5435,HATE
5436,ROMANTIC
5437,ROMANTIC
5438,ROMANTIC
5439,HATE
5440,ROMANTIC
5441,HATE
5442,ROMANTIC
5443,HATE
5444,ROMANTIC
5445,ROMANTIC
5446,ROMANTIC
5447,ROMANTIC
5448,ROMANTIC
5449,ROMANTIC
5450,ROMANTIC
5451,ROMANTIC
5452,ROMANTIC
5453,HATE
5454,ROMANTIC
5455,ROMANTIC
5456,HATE
5457,ROMANTIC
5458,ROMANTIC
5459,ROMANTIC
5460,HATE
5461,HATE
5462,ROMANTIC
5463,ROMANTIC
5464,ROMANTIC
5465,ROMANTIC
5466,HATE
5467,HATE
5468,HATE
5469,HATE
5470,HATE
5471,ROMANTIC
5472,HATE
5473,HATE
5474,ROMANTIC
5475,ROMANTIC
5476,ROMANTIC
5477,HATE
5478,ROMANTIC
5479,HATE
5480,HATE
5481,HATE
5482,ROMANTIC
5483,ROMANTIC
5484,HATE
5485,ROMANTIC
5486,ROMANTIC
5487,ROMANTIC
5488,ROMANTIC
5489,HATE
5490,HATE
5491,HATE
5492,HATE
5493,HATE
5494,ROMANTIC
5495,ROMANTIC
5496,HATE
5497,HATE
5498,HATE
5499,HATE
5500,HATE
5501,ROMANTIC
5502,HATE
5503,ROMANTIC
5504,ROMANTIC
5505,ROMANTIC
5506,ROMANTIC
5507,HATE
5508,ROMANTIC
5509,ROMANTIC
5510,ROMANTIC
5511,ROMANTIC
5512,HATE
5513,HATE
5514,ROMANTIC
5515,HATE
5516,HATE
5517,HATE
5518,ROMANTIC
5519,ROMANTIC
5520,HATE
5521,ROMANTIC
5522,HATE
5523,ROMANTIC
5524,HATE
5525,HATE
5526,ROMANTIC
5527,HATE
5528,HATE
5529,HATE
5530,HATE
5531,HATE
5532,ROMANTIC
5533,ROMANTIC
5534,ROMANTIC
5535,ROMANTIC
5536,HATE
5537,HATE
5538,ROMANTIC
5539,ROMANTIC
5540,HATE
5541,ROMANTIC
5542,ROMANTIC
5543,ROMANTIC
5544,ROMANTIC
5545,ROMANTIC
5546,ROMANTIC
5547,ROMANTIC
5548,ROMANTIC
5549,ROMANTIC
5550,ROMANTIC
5551,HATE
5552,HATE
5553,HATE
5554,HATE
5555,ROMANTIC
5556,ROMANTIC
5557,ROMANTIC
5558,ROMANTIC
5559,ROMANTIC
5560,HATE
5561,ROMANTIC
5562,ROMANTIC
5563,HATE
5564,ROMANTIC
5565,ROMANTIC
5566,ROMANTIC
5567,HATE
5568,ROMANTIC
5569,ROMANTIC
5570,HATE
5571,HATE
5572,HATE
5573,HATE
5574,ROMANTIC
5575,ROMANTIC
5576,ROMANTIC
5577,ROMANTIC
5578,HATE
5579,HATE
5580,HATE
5581,ROMANTIC
5582,ROMANTIC
5583,ROMANTIC
5584,HATE
5585,ROMANTIC
5586,HATE
5587,ROMANTIC
5588,HATE
5589,HATE
5590,ROMANTIC
5591,HATE
5592,HATE
5593,ROMANTIC
5594,ROMANTIC
5595,HATE
5596,HATE
5597,ROMANTIC
5598,HATE
5599,ROMANTIC
5600,HATE
5601,HATE
5602,HATE
5603,HATE
5604,ROMANTIC
5605,ROMANTIC
5606,HATE
5607,ROMANTIC
5608,HATE
5609,ROMANTIC
5610,HATE
5611,ROMANTIC
5612,HATE
5613,ROMANTIC
5614,HATE
5615,ROMANTIC
5616,ROMANTIC
5617,HATE
5618,ROMANTIC
5619,ROMANTIC
5620,ROMANTIC
5621,ROMANTIC
5622,ROMANTIC
5623,ROMANTIC
5624,HATE
5625,HATE
5626,ROMANTIC
5627,HATE
5628,ROMANTIC
5629,ROMANTIC
5630,HATE
5631,HATE
5632,ROMANTIC
5633,ROMANTIC
5634,ROMANTIC
5635,ROMANTIC
5636,ROMANTIC
5637,ROMANTIC
5638,ROMANTIC
5639,ROMANTIC
5640,HATE
5641,HATE
5642,HATE
5643,ROMANTIC
5644,ROMANTIC
5645,HATE
5646,ROMANTIC
5647,HATE
5648,ROMANTIC
5649,ROMANTIC
5650,ROMANTIC
5651,ROMANTIC
5652,ROMANTIC
5653,HATE
5654,HATE
5655,ROMANTIC
5656,ROMANTIC
5657,ROMANTIC
5658,HATE
5659,HATE
5660,HATE
5661,HATE
5662,HATE
5663,HATE
5664,ROMANTIC
5665,HATE
5666,HATE
5667,ROMANTIC
5668,HATE
5669,ROMANTIC
5670,HATE
5671,HATE
5672,HATE
5673,HATE
5674,ROMANTIC
5675,ROMANTIC
5676,ROMANTIC
5677,ROMANTIC
5678,ROMANTIC
5679,ROMANTIC
5680,ROMANTIC
5681,ROMANTIC
5682,HATE
5683,ROMANTIC
5684,HATE
5685,HATE
5686,HATE
5687,ROMANTIC
5688,ROMANTIC
5689,ROMANTIC
5690,ROMANTIC
5691,ROMANTIC
5692,ROMANTIC
5693,ROMANTIC
5694,HATE
5695,HATE
5696,ROMANTIC
5697,ROMANTIC
5698,ROMANTIC
5699,ROMANTIC
5700,ROMANTIC
5701,ROMANTIC
5702,HATE
5703,ROMANTIC
5704,ROMANTIC
5705,HATE
5706,HATE
5707,ROMANTIC
5708,HATE
5709,ROMANTIC
5710,ROMANTIC
5711,ROMANTIC
5712,HATE
5713,ROMANTIC
5714,ROMANTIC
5715,ROMANTIC
5716,HATE
5717,ROMANTIC
5718,HATE
5719,ROMANTIC
5720,ROMANTIC
5721,ROMANTIC
5722,HATE
5723,ROMANTIC
5724,HATE
5725,ROMANTIC
5726,ROMANTIC
5727,ROMANTIC
5728,ROMANTIC
5729,HATE
5730,ROMANTIC
5731,HATE
5732,ROMANTIC
5733,ROMANTIC
5734,ROMANTIC
5735,HATE
5736,ROMANTIC
5737,HATE
5738,HATE
5739,HATE
5740,HATE
5741,ROMANTIC
5742,ROMANTIC
5743,ROMANTIC
5744,HATE
5745,HATE
5746,HATE
5747,HATE
5748,ROMANTIC
5749,ROMANTIC
5750,HATE
5751,ROMANTIC
5752,ROMANTIC
5753,HATE
5754,HATE
5755,ROMANTIC
5756,ROMANTIC
5757,HATE
5758,ROMANTIC
5759,HATE
5760,HATE
5761,ROMANTIC
5762,HATE
5763,HATE
5764,HATE
5765,ROMANTIC
5766,HATE
5767,ROMANTIC
5768,ROMANTIC
5769,ROMANTIC
5770,HATE
5771,ROMANTIC
5772,ROMANTIC
5773,HATE
5774,ROMANTIC
5775,ROMANTIC
5776,ROMANTIC
5777,HATE
5778,ROMANTIC
5779,ROMANTIC
5780,ROMANTIC
5781,ROMANTIC
5782,ROMANTIC
5783,HATE
5784,HATE
5785,HATE
5786,ROMANTIC
5787,HATE
5788,HATE
5789,HATE
5790,ROMANTIC
5791,ROMANTIC
5792,ROMANTIC
5793,ROMANTIC
5794,HATE
5795,ROMANTIC
5796,ROMANTIC
5797,HATE
5798,HATE
5799,ROMANTIC
5800,ROMANTIC
5801,ROMANTIC
5802,HATE
5803,HATE
5804,HATE
5805,HATE
5806,ROMANTIC
5807,ROMANTIC
5808,HATE
5809,HATE
5810,ROMANTIC
5811,ROMANTIC
5812,HATE
5813,ROMANTIC
5814,HATE
5815,HATE
5816,HATE
5817,HATE
5818,ROMANTIC
5819,ROMANTIC
5820,HATE
5821,HATE
5822,ROMANTIC
5823,ROMANTIC
5824,HATE
5825,ROMANTIC
5826,ROMANTIC
5827,ROMANTIC
5828,HATE
5829,HATE
5830,ROMANTIC
5831,HATE
5832,ROMANTIC
5833,ROMANTIC
5834,ROMANTIC
5835,HATE
5836,ROMANTIC
5837,HATE
5838,ROMANTIC
5839,ROMANTIC
5840,HATE
5841,HATE
5842,ROMANTIC
5843,ROMANTIC
5844,HATE
5845,HATE
5846,ROMANTIC
5847,ROMANTIC
5848,HATE
5849,ROMANTIC
5850,ROMANTIC
5851,ROMANTIC
5852,ROMANTIC
5853,ROMANTIC
5854,ROMANTIC
5855,ROMANTIC
5856,HATE
5857,HATE
5858,ROMANTIC
5859,HATE
5860,HATE
5861,HATE
5862,ROMANTIC
5863,HATE
5864,ROMANTIC
5865,ROMANTIC
5866,ROMANTIC
5867,ROMANTIC
5868,HATE
5869,HATE
5870,ROMANTIC
5871,HATE
5872,HATE
5873,ROMANTIC
5874,HATE
5875,HATE
5876,ROMANTIC
5877,ROMANTIC
5878,ROMANTIC
5879,ROMANTIC
5880,HATE
5881,HATE
5882,HATE
5883,ROMANTIC
5884,ROMANTIC
5885,ROMANTIC
5886,ROMANTIC
5887,ROMANTIC
5888,ROMANTIC
5889,ROMANTIC
5890,HATE
5891,HATE
5892,HATE
5893,HATE
5894,HATE
5895,ROMANTIC
5896,HATE
5897,ROMANTIC
5898,HATE
5899,ROMANTIC
5900,ROMANTIC
5901,HATE
5902,ROMANTIC
5903,HATE
5904,HATE
5905,HATE
5906,HATE
5907,ROMANTIC
5908,HATE
5909,ROMANTIC
5910,HATE
5911,ROMANTIC
5912,ROMANTIC
5913,ROMANTIC
5914,ROMANTIC
5915,ROMANTIC
5916,ROMANTIC
5917,ROMANTIC
5918,HATE
5919,ROMANTIC
5920,HATE
5921,ROMANTIC
5922,HATE
5923,ROMANTIC
5924,HATE
5925,ROMANTIC
5926,HATE
5927,HATE
5928,ROMANTIC
5929,HATE
5930,HATE
5931,ROMANTIC
5932,ROMANTIC
5933,ROMANTIC
5934,HATE
5935,ROMANTIC
5936,HATE
5937,HATE
5938,ROMANTIC
5939,ROMANTIC
5940,ROMANTIC
5941,ROMANTIC
5942,HATE
5943,ROMANTIC
5944,ROMANTIC
5945,HATE
5946,ROMANTIC
5947,HATE
5948,ROMANTIC
5949,HATE
5950,HATE
5951,HATE
5952,ROMANTIC
5953,ROMANTIC
5954,HATE
5955,HATE
5956,ROMANTIC
5957,HATE
5958,HATE
5959,ROMANTIC
5960,ROMANTIC
5961,ROMANTIC
5962,HATE
5963,HATE
5964,ROMANTIC
5965,ROMANTIC
5966,ROMANTIC
5967,ROMANTIC
5968,ROMANTIC
5969,ROMANTIC
5970,ROMANTIC
5971,HATE
5972,ROMANTIC
5973,HATE
5974,HATE
5975,HATE
5976,HATE
5977,ROMANTIC
5978,HATE
5979,HATE
5980,ROMANTIC
5981,HATE
5982,ROMANTIC
5983,HATE
5984,HATE
5985,ROMANTIC
5986,HATE
5987,HATE
5988,ROMANTIC
5989,ROMANTIC
5990,ROMANTIC
5991,ROMANTIC
5992,HATE
5993,HATE
5994,HATE
5995,ROMANTIC
5996,ROMANTIC
5997,HATE
5998,ROMANTIC
5999,HATE
6000,ROMANTIC
6001,HATE
6002,HATE
6003,ROMANTIC
6004,HATE
6005,ROMANTIC
6006,ROMANTIC
6007,ROMANTIC
6008,HATE
6009,ROMANTIC
6010,ROMANTIC
6011,ROMANTIC
6012,HATE
6013,HATE
6014,HATE
6015,ROMANTIC
6016,HATE
6017,HATE
6018,HATE
6019,ROMANTIC
6020,ROMANTIC
6021,HATE
6022,ROMANTIC
6023,ROMANTIC
6024,HATE
6025,ROMANTIC
6026,ROMANTIC
6027,ROMANTIC
6028,HATE
6029,HATE
6030,ROMANTIC
6031,ROMANTIC
6032,HATE
6033,ROMANTIC
6034,ROMANTIC
6035,HATE
6036,ROMANTIC
6037,ROMANTIC
6038,HATE
6039,ROMANTIC
6040,ROMANTIC
6041,HATE
6042,ROMANTIC
6043,ROMANTIC
6044,HATE
6045,ROMANTIC
6046,HATE
6047,ROMANTIC
6048,HATE
6049,ROMANTIC
6050,HATE
6051,HATE
6052,ROMANTIC
6053,ROMANTIC
6054,ROMANTIC
6055,HATE
6056,ROMANTIC
6057,ROMANTIC
6058,HATE
6059,HATE
6060,ROMANTIC
6061,ROMANTIC
6062,HATE
6063,HATE
6064,ROMANTIC
6065,HATE
6066,ROMANTIC
6067,ROMANTIC
6068,HATE
6069,ROMANTIC
6070,ROMANTIC
6071,HATE
6072,ROMANTIC
6073,ROMANTIC
6074,ROMANTIC
6075,HATE
6076,HATE
6077,ROMANTIC
6078,ROMANTIC
6079,ROMANTIC
6080,ROMANTIC
6081,HATE
6082,HATE
6083,ROMANTIC
6084,HATE
6085,HATE
6086,ROMANTIC
6087,ROMANTIC
6088,ROMANTIC
